index,smiles,f_score,h_score,i_score,p_score
477,CCOC(=O)OC1=C(c2cc(C)ccc2C)C(O)=N[C@]12CC[C@@H](O)CC2,0.42735615,0.51589113,0.331716,0.39290664000000003
478,CCOC(=O)OC1=C(c2cc(C)ccc2C)C(O)=NC12CCC(OC)CC2,0.48213202,0.59797335,0.5464897,0.30548513
479,COc1cc(C)c(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)c(C)c1,0.8155608999999999,0.8965770999999999,0.7944538600000001,0.41744933
480,Cc1cc(C)c(C2=C(OC(=O)CC(C)(C)C#N)C3(CCCC3)OC2=O)c(C)c1,0.8921701999999999,0.98967475,0.7840870999999999,0.39799404
481,Cc1cc(C)c(C2=C(OC(=O)C(C)(C)C)C3(CCCC3)OC2=O)c(C)c1,0.69289845,0.89385337,0.77025056,0.15594812
482,CCc1cc(C)c(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)c(C)c1,0.7874257,0.97258097,0.78802735,0.40496278
483,COc1ccccc1C(=O)/C(C#N)=C1/NC(c2ccccc2)=CS1,0.728162,0.87287474,0.1676683,0.29032862
484,COc1ccccc1C(=O)/C(C#N)=C1\NC(c2ccccc2)=CS1,0.7280673,0.873541,0.16972901,0.29770523
485,N#C/C(C(=O)c1ccccc1Cl)=C1\NC(c2ccccc2)=CS1,0.6218813,0.95103437,0.20259635,0.10521915600000001
486,COc1ccccc1C(=O)C(C#N)=C1SC=C(c2ccccc2)S1,0.7455556,0.98291034,0.23738138,0.08619404
487,CC(C)NC(=S)Nc1c(C(C)C)cc(Oc2ccccc2)cc1C(C)C,0.5850115,0.85940576,0.07344731,0.24864571
488,CNC(=S)Nc1c(C(C)C)cc(Oc2ccccc2)cc1C(C)C,0.4948376,0.50871754,0.07259749600000001,0.13681538000000001
489,Cc1cc(Oc2ccccc2)cc(C(C)C)c1N=C(S)NC(C)(C)C,0.4171043,0.9355138,0.6118743999999999,0.07505848
490,COC(=O)C(C)NC(=S)c1c(C(C)C)cc(Oc2ccccc2)cc1C(C)C,0.73867637,0.8778296999999999,0.15758316,0.4338449
491,O=c1c(-c2cc(Cl)cc(Cl)c2)c([O-])[n+]2cccc(C(F)(F)F)c2n1Cc1cnc(Cl)s1,0.8843671999999999,0.9984070700000001,0.6043212,0.20586434
492,Cc1ncc(Cn2c(=O)c(-c3cc(Cl)cc(Cl)c3)c([O-])[n+]3cccc(C)c23)s1,0.76826894,0.9897888300000001,0.28795886,0.5126961
493,O=c1c(-c2cccc(C(F)(F)F)c2)c([N+](=O)[O-])[n+]2ccccc2n1Cc1cncnc1,0.6215628999999999,0.91334254,0.5451427,0.823036
494,O=c1c(-c2cccc(C(F)(F)F)c2)c([O-])n2ccccc2[n+]1Cc1cncnc1,0.7076511400000001,0.84418976,0.36553192,0.7286514
495,Cc1ccc(Cn2c(=O)c(-c3cccc(C(F)(F)F)c3)c([O-])[n+]3ccccc23)cn1,0.7270551,0.9063888999999999,0.37541209999999997,0.7426476
496,CCOC(=S)SSSC(=S)OCC,0.26161745000000003,0.01891164,0.795215,0.00014648936999999998
497,CCOC(=S)OSC(=S)OCC,0.21061139,0.000107266475,0.7802456999999999,0.00021664607999999998
498,CCOC(=S)SC(=S)OCC,0.20213692,0.00018585502,0.7907517,9.1945745e-05
499,CCOC(=S)S[SH](=S)(OCC)OCC,0.29512945,0.13927285,0.91126996,0.0006044210000000001
500,CCON=C1CCC(C(C#N)S(=O)(=O)CCC(F)(F)F)CC1,0.8403446,0.95622617,0.6810127500000001,0.019744467
501,COC=C1CCC(C(C#N)S(=O)(=O)CCC(F)(F)F)CC1,0.8077255,0.8294109,0.73655534,0.032054905
502,CCCS(=O)(=O)C(C#N)C1CCC(=NOC)CC1,0.6773917700000001,0.2496661,0.7327762,0.025353182000000002
503,CON=C1CCC(C(C#N)S(=O)(=O)CCC(C)(F)F)CC1,0.8004612999999999,0.8843055400000001,0.69543904,0.038082384000000004
504,CCONC=NC(=O)c1ccc(C2=NOC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)cc1C,0.79195094,0.99943453,0.50826776,0.11752124
505,CNC=NC(=O)c1ccc(C2=NOC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)cc1C,0.6992242,0.9946022600000001,0.22749202000000002,0.06049645
506,CCNC=NC(=O)c1ccc(C2=NOC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)cc1C,0.759583,0.9975577600000001,0.27200195,0.08061664
507,CONC=NC(=O)c1ccc(C2=NO[C@](c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)cc1C,0.73874956,0.9986252999999999,0.46298808,0.08755572
508,CC1(C)CN=C(NN=C(C=Cc2ccc(C(F)(F)F)cc2)CCc2ccc(C(F)(F)F)cc2)NC1,0.8343043,0.9999912,0.6265368,0.83360404
509,CC1(C)CN=C(NN=C(C#Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,0.8434558,0.9999503999999999,0.6041200999999999,0.83163255
510,COc1ccc(C=CC(C=Cc2ccc(C(F)(F)F)cc2)=NNC2=NCC(C)(C)CN2)cc1,0.8223524,0.9992067,0.55696857,0.85515934
511,FC(F)(F)c1ccc(C=CC(C=Cc2ccc(C(F)(F)F)cc2)=NNC2=NCC(C(F)(F)F)CN2)cc1,0.87873775,0.99999905,0.7426788,0.7826274999999999
512,COC(=O)C(C(=O)OC(C)C)=C1SCCS1,0.36921647,0.018825846,0.8888328999999999,0.0049111536
513,CCOC(=O)C(C(=O)OC(C)C)=C1SCCS1,0.36146545,0.034239743,0.8759807,0.006363963
514,CC(C)COC(=O)C(C(=O)OC(C)C)=C1SCCS1,0.45050138,0.16745053000000001,0.8619374999999999,0.00964097
515,CC(C)OC(=O)C(C(=O)OC(C)(C)C)=C1SCCS1,0.42517489999999997,0.22883615000000002,0.8581521999999999,0.007738642400000001
516,N#Cc1ccc(C/C(=N\N=C(O)Nc2ccc(Cl)cc2)c2cccc(C(F)(F)F)c2)cc1,0.8087888999999999,0.9989115,0.27847663,0.5945990999999999
517,N#Cc1ccc(C/C(=N\N=C(O)Nc2ccc(C(F)(F)F)cc2)c2cccc(C(F)(F)F)c2)cc1,0.8523837,0.9999049,0.54685986,0.6508304500000001
518,COc1ccc(NC(O)=N/N=C(\Cc2ccc(C#N)cc2)c2cccc(C(F)(F)F)c2)cc1,0.84088343,0.9945756,0.18419698,0.7237394500000001
519,N#Cc1ccc(C/C(=N\N=C(O)Nc2ccc(C#N)cc2)c2cccc(C(F)(F)F)c2)cc1,0.90434515,0.9998615,0.46860278,0.64738876
520,Nc1c(N=C(O)C(F)(F)C(F)(F)F)cc(C(F)(F)F)cc1[N+](=O)[O-],0.3556069,0.45170724,0.819321,0.031708237
521,Nc1c(N=C(O)C(F)(F)F)cc(C(F)(F)F)cc1[N+](=O)[O-],0.27790746,0.004176953000000001,0.766083,0.02914764
522,Nc1c(N=C(O)C(F)(F)C(F)C(F)(F)F)cc(C(F)(F)F)cc1[N+](=O)[O-],0.4198924,0.75092554,0.84328127,0.04362967
523,Nc1c(N=C(O)C(F)(F)C(F)(F)C(F)(F)F)cc(C(F)(F)F)cc1[N+](=O)[O-],0.46447808,0.9794305600000001,0.86188895,0.030808296000000002
524,CC(=O)N1C(=O)N(NCc2cccnc2)Cc2cc(C(F)(F)C(F)(F)F)ccc21,0.60917264,0.9991521999999999,0.758285,0.7217355999999999
525,CC(=O)N1C(=O)N(NCC2CCOCC2)Cc2cc(C(F)(C(F)(F)F)C(F)(F)F)ccc21,0.8069113,0.99978405,0.8260305,0.5203770999999999
526,COc1ccc(CN2Cc3cc(C(F)(C(F)(F)F)C(F)(F)F)ccc3N(C(C)=O)C2=O)cc1,0.78934824,0.99840754,0.6176922300000001,0.35203287
527,CC(C)(C)c1nnc(N=C(O)C2CC2)s1,0.24813421,0.023035483000000002,0.38668478,0.010236749
528,CC(C)(Cl)c1nnc(N=C(O)C2CC2)s1,0.23800702,0.034421075,0.5340235999999999,0.0040854360000000004
529,Cc1nnc(N=C(O)C2CC2)s1,0.17869869,0.0015721291,0.5939591,0.0035578571000000002
530,CC(C)(c1nnc(N=C(O)C2CC2)s1)C(F)(F)F,0.2743836,0.028385647000000003,0.4141317,0.011865783000000001
531,CCN=C(O)[C@@H](C)Oc1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],0.36396378,0.42442757000000003,0.08791413000000001,0.18660255
532,CCN=C(O)[C@H](C)Oc1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],0.36391988000000003,0.42243552,0.08513794,0.18728806
533,CCN=C(O)COc1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],0.335069,0.2804312,0.10880104,0.16731907000000001
534,CN=C(O)C(C)Oc1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],0.34165229999999996,0.2282061,0.08363832,0.14938995
535,COc1nn(C(O)=NS(=O)(=O)c2ccccc2Cl)c(=O)n1C,0.44029373,0.0027283914000000003,0.6124115,0.16105545000000002
536,CCOc1nn(C(O)=NS(=O)(=O)c2ccccc2OC(F)(F)F)c(=O)n1C,0.73995316,0.046758145,0.52586436,0.251061
537,COc1nn(C(O)=NS(=O)(=O)c2ccccc2I)c(=O)n1C,0.78503436,0.0032631490000000003,0.7284641,0.23499086
538,Cc1nn(C(O)=NS(=O)(=O)c2ccccc2OC(F)(F)F)c(=O)n1C,0.57540905,0.018669553000000002,0.34386766,0.20338258
539,CC(C)N=C(O)N1CCN=C1O,0.08495525,9.531627999999999e-06,0.7976600500000001,0.0033050443
540,CC(C)CCN=C(O)N1CCN=C1O,0.10571745,3.0613985e-05,0.75855625,0.008274685
541,OC1=NCCN1C(O)=NCC(O)CCl,0.10436521500000001,1.3439123000000001e-05,0.82895666,0.010931423000000001
542,CC(C)(C)N=C(O)N1CCN=C1O,0.10103257,2.8933007000000005e-05,0.7554412500000001,0.0035669107
543,O=C(O)c1ccccc1C(O)=Nc1ccc(Cl)c2ccccc12,0.24746947,0.021726487000000003,0.54151744,0.22385822
544,NC(=O)c1ccccc1C(O)=Nc1cccc2ccccc12,0.33738256,0.10127371,0.12118727,0.7540397600000001
545,O=C(O)Cc1ccccc1C(O)=Nc1cccc2ccccc12,0.23162897000000002,0.008478678,0.24598035000000001,0.55421454
546,Cc1cccc(C(O)=Nc2cccc3ccccc23)c1C(=O)O,0.2453939,0.005902247,0.53242296,0.37500754000000003
547,COCCN(C(=O)CCl)C(=C(C)C)c1ccccc1,0.24206261,0.008930426,0.33714283,0.017482737
548,C=C(CCl)C(c1ccccc1)N(CCOCC)C(=O)CCl,0.25313863000000003,0.128789,0.24903084,0.02213775
549,C/C=C(\c1ccccc1)N(CCOCCO)C(=O)CCl,0.26036134,0.011116193,0.28446236,0.09146078
550,C/C=C(\c1ccccc1)N(CCOCC)C(=O)CCl,0.23589537,0.009911255,0.2946715,0.022174692000000003
551,O=C1C(Cl)=C(N=C(O)CCl)C(=O)c2ccccc21,0.37603724,0.20066418,0.7851800999999999,0.009129191
552,O=C1C(Cl)=C(N=C(O)C(Cl)Br)C(=O)c2ccccc21,0.5376274999999999,0.50693375,0.82119846,0.010269984000000001
553,Cc1ccc2c(c1)C(=O)C(N=C(O)C(Cl)Cl)=C(Cl)C2=O,0.45330086,0.43329105,0.75197107,0.008478249
554,O=C1C(Cl)=C(N=C(O)C(Cl)CCl)C(=O)c2ccccc21,0.43294594000000003,0.53122133,0.8017941,0.008312448
555,CN(C)S(=O)(=O)N=C(O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc1Cl,0.76651925,0.71680254,0.58553594,0.26766443
556,CC(=O)N(C)S(=O)(=O)N=C(O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc1Cl,0.87321043,0.83785284,0.6861735,0.51438147
557,Cc1cc(=O)n(-c2cc(C(O)=NS(=O)(=O)N(C)C(C)C)c(F)cc2Cl)c(=O)n1C(F)F,0.8190023999999999,0.84384227,0.5263736999999999,0.48399127000000003
558,CCN(CC)S(=O)(=O)N=C(O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc1Cl,0.86133873,0.9091488,0.63878554,0.42294332
559,CCOC(=O)CCN=C(O)C(C)Sc1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc1Cl,0.9238189,0.9807262999999999,0.7248460999999999,0.5421547
560,CCCN=C(O)C(C)Sc1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc1Cl,0.7100558,0.91886175,0.47117794,0.17217378
561,CC(=NCCC(=O)O)Sc1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc1Cl,0.7287248,0.18584873000000002,0.7561757,0.25751656
562,CC(Sc1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc1Cl)C(=O)NCCC(=O)O,0.8548517,0.14721249,0.8410453,0.7677286999999999
563,CCCC(C)C(O)=Nc1ccc(Cl)c(Cl)c1,0.21926104000000002,0.040852524,0.2026097,0.0021106678
564,CCCC(C)C(O)=Nc1ccc(C)c(C)c1,0.24866565000000002,0.015418592000000002,0.22151037,0.00757784
565,Cc1ccc(N=C(O)C(C)CC(C)C)cc1Cl,0.25764899999999996,0.04048455,0.18561897,0.0047690826
566,CCCC(C)C(O)=Nc1ccc(Br)c(Cl)c1,0.25501105,0.039359782,0.39784288,0.004088708
567,COc1nc(OC)nc(C(=O)c2cccc(F)c2N(C)S(=O)(=O)C(F)Cl)n1,0.9033319,0.14363854,0.7936201700000001,0.33367825
568,CCS(=O)(=O)N(C)c1c(F)cccc1C(=O)c1nc(OC)nc(OC)n1,0.8317916,0.052717842,0.8216043,0.55707973
569,CCc1nc(OC)nc(C(=O)c2cccc(F)c2N(C)S(=O)(=O)C(F)F)n1,0.8668646,0.14562307,0.77697545,0.41997793
570,COc1nc(OC)nc(C(=O)c2cccc(F)c2NS(=O)(=O)C(F)F)n1,0.8779576,0.04155413,0.8248078999999999,0.36157855
571,CCc1cccc(C)c1N(CN=C(C)O)C(=O)CCl,0.2521703,0.010570664,0.24366052,0.03104437
572,CC(O)=NCN(C(=O)CCl)c1c(C)cccc1C,0.24439709999999998,0.006629205,0.23061979999999999,0.01670035
573,CCCc1cccc(CC)c1N(CN=C(C)O)C(=O)CCl,0.29853103000000003,0.04768249,0.20264183,0.07380725
574,CCOc1cccc(CC)c1N(CN=C(C)O)C(=O)CCl,0.25600028,0.030486079000000003,0.20189387,0.06004627
575,COc1cccc(C)c1N(Cn1cccn1)C(=O)CCl,0.21436456,0.011828205000000001,0.15916279,0.07271203
576,Cc1cccc(Cl)c1N(Cn1cccn1)C(=O)CCl,0.21209267,0.028204802,0.19328271,0.018670611
577,CCc1cccc(C)c1N(Cn1cccn1)C(=O)CCl,0.2526096,0.014555571000000002,0.1538854,0.05825755
578,Cc1cccc(C)c1N(Cn1cccn1)C(=O)C(Cl)Cl,0.33083734,0.035212852,0.13023977,0.020396147
579,CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3Cl)nn12,0.8356652999999999,0.038419995000000005,0.66290784,0.25898287000000003
580,CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(C)cccc3C(=O)O)nn12,0.865872,3.343248e-05,0.9426584,0.76636887
581,CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3S(=O)(=O)O)nn12,0.9401480999999999,0.056606576000000006,0.7798925,0.7110767
582,CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(C(=O)O)cccc3C(=O)O)nn12,0.9067985,9.339316999999999e-07,0.99451643,0.8076205999999999
583,CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3C(F)(F)F)nn12,0.8951627,0.29377875000000003,0.6590861,0.34202623
584,CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(C)cccc3Cl)nn12,0.8244327300000001,0.00983026,0.61831015,0.49560136
585,CCOc1nc(F)cc2nc(S(=O)(=O)Nc3ccccc3Cl)nn12,0.7745238999999999,0.0048644734,0.67104447,0.43234414
586,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(Cl)cccc3Cl)nn12,0.78196985,0.024612045000000003,0.7077661,0.20559016
587,COc1ncc(F)c2nc(S(=O)(=O)Nc3ccccc3F)nn12,0.6793758,0.0020633738,0.73911434,0.4750626
588,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3Cl)nn12,0.7504406,0.009866604000000001,0.68781185,0.29255006
589,COc1ncc(F)c2nc(S(=O)(=O)Nc3cc(F)ccc3F)nn12,0.7124259,0.00328978,0.7120352999999999,0.44955972
590,COc1ccn2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1,0.6619382500000001,0.0018020689,0.7185777999999999,0.49558589999999997
591,Cc1ccn2nc(S(=O)(=O)Nc3ccccc3F)nc2n1,0.45564973000000003,0.0016565535,0.6389534,0.36479039999999996
592,COc1ccn2nc(S(=O)(=O)Nc3ccccc3F)nc2n1,0.6213571999999999,0.0010055667,0.76173353,0.5556156999999999
593,Cc1cc(C)n2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1,0.54394984,0.00585685,0.57591444,0.35656354
594,COc1cc(OC)n2nc(S(=O)(=O)Nc3c(Cl)ccc(C)c3C)nc2n1,0.8538935999999999,0.008681873,0.7329851,0.60084504
595,COc1cc(OC)n2nc(S(=O)(=O)Nc3c(C)ccc(C)c3Cl)nc2n1,0.8502561999999999,0.011527004,0.7200114,0.5786009999999999
596,COc1cc(OC)n2nc(S(=O)(=O)Nc3cccc(C)c3Cl)nc2n1,0.81808144,0.0053499783000000006,0.7431460999999999,0.5603950999999999
597,COc1cc(OC)n2nc(S(=O)(=O)Nc3c(C)ccc(C)c3C)nc2n1,0.8336867,0.0039926935,0.72331375,0.6804595
598,O=S(=O)(c1ccccc1)c1ccc(NS(=O)(=O)C(F)(F)F)cc1,0.69268453,0.71765095,0.6348315999999999,0.16397801
599,O=S(=O)(c1ccccc1)c1ccc(NS(=O)(=O)C(F)(F)F)c(Cl)c1,0.78416485,0.88401973,0.6257113999999999,0.11214569
600,COc1cc(OC)n2[nH]c(=NS(=O)(=O)c3c(C(F)(F)F)cc(C)nc3OC)nc2n1,0.9548163,0.0036644850000000003,0.88493484,0.6292192
601,COc1cc(OC)n2[nH]c(=NS(=O)(=O)c3c(OC)cccc3C(F)(F)F)nc2n1,0.9325281400000001,0.0024388824,0.8312758,0.63014764
602,COc1cc(C)n2[nH]c(=NS(=O)(=O)c3c(C(F)(F)F)ccnc3OC)nc2n1,0.90704185,0.0024779176000000003,0.8338457300000001,0.6040611
603,COc1cc(OC)n2[nH]c(=NS(=O)(=O)c3c(OC)ccnc3OC)nc2n1,0.9177071,0.0014654833,0.9182047999999999,0.6572409
604,Cc1cc(C(=O)C2C(=O)CC(C)CC2=O)c(C)c2c1S(=O)(=O)CCC21OCCO1,0.9692742,0.97262716,0.9882831999999999,0.7066127
605,COc1cc(C(=O)C2C(=O)CCCC2=O)c(C)c2c1S(=O)(=O)CCC21OCCO1,0.97727317,0.9555127600000001,0.9897849999999999,0.7516919
606,Cc1cc(C(=O)C2C(=O)CC(C)(C)CC2=O)c(C)c2c1S(=O)(=O)CCC21OCCO1,0.9745979300000001,0.9844145999999999,0.9877062400000001,0.7298167
607,Cc1c(C(=O)C2=C(O)CCCC2=O)ccc(S(C)(=O)=O)c1OCCC1OCCO1,0.95861864,0.9086399,0.93808347,0.7552808
608,CS(=O)(=O)c1ccc(C(=O)C2=C(O)CCCC2=O)c(Br)c1OCCC1OCCO1,0.9797146999999999,0.9601472600000001,0.94363356,0.7472839
609,COC1CCCC(=O)C1C(=O)c1ccc(S(C)(=O)=O)c(OCCC2OCCO2)c1Cl,0.9674674999999999,0.9549766,0.95636606,0.7205313999999999
610,CCS(=O)(=O)c1ccc(C(=O)C2=C(O)CCCC2=O)c(Cl)c1OCCC1OCCO1,0.9739842,0.9536748500000001,0.9411425600000001,0.69909906
611,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCc1ccco1,0.980926,0.99626726,0.9812377999999999,0.5986361
612,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCc1cccs1,0.9634106,0.9851966,0.9844257999999999,0.7320361
613,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCc1ccsc1,0.9679011,0.9862578999999999,0.9841538,0.7297112
614,Cc1c(C(=O)C2C(=O)CCCC2=O)cc(Cl)c(COCC2CCCO2)c1C,0.8576693999999999,0.9167175,0.94324785,0.36082667
615,CCC(C)N=C(O)Oc1cccc(N=C(O)OC)c1,0.15907054,0.0140027115,0.20557174,0.017457413
616,COC(=O)Nc1cccc(OC(O)=NC(C)CCl)c1,0.13856069999999998,0.008005747,0.38931119999999997,0.0341857
617,CO/N=C(\O)Oc1cccc(N=C(O)OC)c1,0.14577113,0.0135368975,0.5518687999999999,0.0075885667
618,COC(=Nc1cccc(OC(O)=NC(C)C)c1)OC,0.16855678000000002,0.01200941,0.40793765,0.007931748
619,CC(C)N(C)C(O)=Nc1cccc(OC(O)=NC(C)(C)C)c1,0.1460884,0.0054401853,0.13764597,0.027514542000000003
620,CCN(C)C(O)=Nc1cccc(OC(O)=NC(C)(C)C)c1,0.12902778,0.0033644852,0.15980136,0.02333252
621,Cc1cccc(OC(O)=NC(C)(C)C)c1,0.12960511,0.0038829990000000003,0.21531226,0.0020136808
622,CCN=C(O)[C@H](C)OC(O)=Nc1ccccc1,0.141126,0.006327816,0.14376494,0.011927941000000001
623,CCN=C(O)C(C)OC(O)=Nc1ccccc1,0.141085,0.00627558,0.14205636,0.011955042
624,CN=C(O)[C@@H](C)OC(O)=Nc1ccccc1,0.13268265,0.0040030493,0.17133856,0.00878771
625,CCN=C(O)[C@@H](C)SC(O)=Nc1ccccc1,0.2267873,0.019377153,0.28181523,0.011231478000000001
626,C=CC(C)OC(O)=Nc1cccc(Cl)c1,0.10629353,0.0048016016,0.22236519999999999,0.001711845
627,C#CC(C)OC(O)=Nc1ccccc1,0.06498821,0.00021546794999999997,0.5973957,0.00063737464
628,C#CC(C)OC(O)=Nc1cccc(Br)c1,0.09061558500000001,0.0003598567,0.6300135,0.0008709684499999999
629,C#CC(C)OC(O)=Nc1ccc(Cl)c(Cl)c1,0.08242089999999999,0.0021340977,0.5965453,0.00024234601
630,CC(C)OC(O)=Nc1cccc(Cl)c1,0.11237049,0.0026941514000000002,0.27362369999999997,0.0012764698
631,OC(=Nc1cccc(Cl)c1)OC(O)CCl,0.12353402000000001,0.0058242152,0.25858929999999997,0.0029458166
632,CC(CCCl)OC(O)=Nc1cccc(Cl)c1,0.12567201,0.013556857,0.26351178000000003,0.0016008706
633,COC(CCl)=Nc1cccc(Cl)c1,0.13548048000000001,0.012745290000000001,0.49764672,0.00035662585
634,CCOC(O)=Nc1cccc(OC(O)=Nc2ccccc2Cl)c1,0.19947706,0.23531403,0.05885066,0.035930116000000005
635,COC(O)=Nc1cccc(OC(O)=Nc2ccccc2)c1,0.19441225,0.06768312,0.060445305000000005,0.041899454
636,CCOC(O)=Nc1cccc(OC(O)=Nc2cccc(Cl)c2)c1,0.19627151,0.19014989999999998,0.061262976000000004,0.039465647
637,CCOC(O)=Nc1cccc(OC(O)=Nc2ccccc2C)c1,0.21521069,0.12526105,0.05939639,0.06269274
638,CCOC(O)=Nc1cccc(OC(O)=Nc2cccc(C)c2)c1,0.21847522,0.10105873,0.059058174000000005,0.06633659
639,COC(O)=Nc1cccc(OC(O)=Nc2cccc(Cl)c2)c1,0.19874541,0.11437306,0.06390362000000001,0.030686805
640,COC(O)=Nc1cccc(OC(O)=Nc2cccc(F)c2)c1,0.24224237,0.07087929500000001,0.0879736,0.07041838
641,N#Cc1cc(Cl)c(OC(=O)OCC2CCCO2)c(Br)c1,0.6158991500000001,0.21225409,0.577353,0.017370325000000002
642,N#Cc1cc(Br)c(OC(=O)OCc2ccco2)c(Br)c1,0.78526515,0.9540687,0.5807105,0.02320438
643,N#Cc1cc(Br)c(OC(=O)OCc2cccs2)c(Br)c1,0.64223987,0.6982972,0.58032227,0.026510246
644,CCn1ncc(C(=O)c2ccc(S(C)(=O)=O)c(OCCOC)c2C)c1OC(C)OC(=O)OC(C)C,0.9854710999999999,0.9550341999999999,0.88066655,0.8146991
645,CCOc1c(C(=O)c2cnn(CC)c2OC(C)OC(=O)OC)ccc(S(C)(=O)=O)c1C,0.96974117,0.7448507999999999,0.81954044,0.74683964
646,CCOc1c(S(C)(=O)=O)ccc(C(=O)c2cnn(CC)c2OC(C)OC(=O)OC)c1C,0.9677477,0.7763681,0.8514965999999999,0.7412892999999999
647,CCCn1ncc(C(=O)c2ccc(S(C)(=O)=O)c(OCCOC)c2C)c1OC(C)OC(=O)OC,0.9795188300000001,0.90840816,0.903262,0.80840635
648,CCCO/N=C(\CCC)C1=C(O)CC(C)(C)C(C(=O)OC)C1=O,0.6678605999999999,0.42113242,0.84060663,0.09914089
649,CCCCO/N=C(\CCC)C1=C(O)CC(C)(C)C(C(=O)OC)C1=O,0.7007474,0.6005045999999999,0.83940214,0.1509091
650,C/C=N\ON=C(CCC)C1=C(O)CC(C)(C)C(C(=O)OC)C1=O,0.73822105,0.44545165000000003,0.87673366,0.04269543
651,CO/N=C(\CC(C)C)C1=C(O)CC(C)(C)C(C(=O)OC)C1=O,0.6373169,0.21394417000000002,0.8562158999999999,0.057651665000000005
652,CCCC(=O)c1c(C)cc(C)c(C2CC(=O)C(C(C)=NOCC)=C(O)C2)c1C,0.8440338,0.9606385,0.7732488,0.41562295
653,CCCC(=O)c1c(C)cc(C)c(C2CC(=O)C(C(CC)=NOC)=C(O)C2)c1C,0.8247093,0.9543855,0.76525825,0.45111588
654,CCON=C(CC)C1=C(O)CC(c2c(C)cc(C)c(C(=O)CC)c2C)C1,0.6672739,0.9605711,0.53672856,0.2124722
655,CCCC(=O)c1c(C)cc(C)c(C2CC(=O)C(C(CC)=NOC(C)C)=C(O)C2)c1C,0.8965052,0.99088836,0.7664455,0.5884635
656,CCOC(C)CC1CC(=O)C(C(CC)=NOC/C=C/Cl)=C(O)C1,0.64346695,0.6152124,0.67873216,0.09668047
657,CCSC(C)CC1CC(=O)C(C(CC)=NOCC=C(Cl)Cl)=C(O)C1,0.7617714,0.96707314,0.6863062999999999,0.043451395000000004
658,CCSC(C)CC1CC(=O)C(C(CC)=NOCC=CCl)=C(O)C1,0.7049966,0.8774742999999999,0.6792659,0.06569759
659,CCSC(C)CC1CC(=O)C(C(CC)=NOC/C=C\Cl)=C(O)C1,0.70477384,0.8761998999999999,0.67387855,0.06699469999999999
660,CCCC(=NOCC)C1=C(O)CC(CC(C)SCC)CC1=O,0.6578062,0.6616567999999999,0.67054975,0.05353522
661,C=CCON=C(CCC)C1=C(O)CC(CC(C)SCC)CC1=O,0.708289,0.8395039,0.65840954,0.08539946400000001
662,CCCC(=NOCC=C(Cl)Cl)C1=C(O)CC(CC(C)SCC)CC1=O,0.7954713,0.9864987,0.6811562,0.061703328
663,CCCC(=NOCC=CCl)C1=C(O)CC(CC(C)SC)CC1=O,0.70217144,0.8830598,0.6907388999999999,0.07965699999999999
664,CCON=C(CC)C1=C(O)CC(C2CCCSC2)CC1=O,0.5716144,0.5405308600000001,0.74554443,0.06386453
665,CCON=C(C)C1=C(O)CC(C2CCCSC2)CC1=O,0.54596245,0.36318728,0.7662015600000001,0.04896193
